Gene,CellType,Cohort,Diagnosis,Sex,Individual,Residuals
SYT11,0.208408051,0.301908027,0.144887125,0.004345816,0.13191691,0.20853407
SYT12,0.482243804,0.085530802,0.013109805,1.87E-09,0.191410538,0.227705051
SYT13,0.494535276,0.218612221,0.068152782,0,0.043166062,0.175533659
SYT14,0.743520601,0.09389022,0.020330837,3.76E-11,0.040718198,0.101540144
SYT16,0.870287856,0.038342532,0.002264103,3.20E-11,0.036824463,0.052281045
SYT17,0.805160678,0.015410446,0.000857582,0,0.016700721,0.161870574
SYT2,0.359847389,0.261129492,1.19E-09,0,0.120384146,0.258638971
SYT3,0.419848565,0.228023961,0.000974488,0.008705819,0.098481159,0.24396601
SYT4,0.278814089,0.063809185,0.332754297,0.01229767,0.092654539,0.219670221
SYT5,0.240319032,0.326218479,0.053217432,0,0.119603489,0.260641567
SYT7,0.824627436,0.021947192,0,0,0.054110908,0.099314464
SYT9,0.882526819,0.010923118,0.000170419,0,0.009623877,0.096755767
SYTL2,0.845700376,0.009882469,0,0,0.042297224,0.102119931
SYTL3,0.564323227,0.000578007,0.000242657,0.003096247,8.97E-10,0.431759861
SYVN1,0.113327355,0.496956641,0.024637846,0.002190759,0.088062302,0.274825097
SZRD1,0.361171717,0.048450713,0.004156374,1.21E-10,0.085896161,0.500325034
SZT2,0.325129796,0.114080587,0.07106486,0.006573503,0.215989353,0.267161901
TAB1,0.499740432,0.074128686,0,0.00945595,0.137861796,0.278813136
TAB2,0.813217144,0.026796302,0.001193353,0.000471037,0.01118988,0.147132284
TAC1,0.270713402,0.060994631,0.069444408,0.000823968,0.002915166,0.595108425
TAC4,0.028222016,0.284535946,0.088155038,0.000120531,0.365318169,0.233648301
TACC1,0.735472552,0.03626821,0.004245958,2.08E-05,0.056491527,0.167500916
TACC2,0.769207648,0.020439789,0.003965766,1.86E-11,0.055378541,0.151008256
TACC3,0.138839318,0.026595861,0,0,0.070027366,0.764537454
TACR1,0.86867002,0.003029195,0,0,0.001669125,0.12663166
TADA1,0.28774966,0.034614087,0.036706854,0,0.088809037,0.552120361
TADA2A,0.299476191,0.085778232,0.033615953,4.88E-10,0.137772906,0.443356717
TADA2B,0.056313154,0.143633424,1.34E-07,2.96E-08,0.247469609,0.55258365
TADA3,0.188566257,0.430421027,0.017636437,0,0.076825395,0.286550884
TAF10,0.133672595,0.27538551,0.004354726,0,0.121815116,0.464772053
TAF11,0.245086529,0.238364738,0.000418461,0,0.185988288,0.330141984
TAF12,0.177042788,0.018129853,9.25E-12,0.005143992,0.155013786,0.64466958
TAF13,0.088588225,0.241673062,0.246474067,9.82E-05,0.078136315,0.345030122
TAF15,0.299161323,0.061521466,4.38E-10,0.011832665,0.250363291,0.377121254
TAF1A,0.32990688,0.044189383,0.002619087,0,0.049894319,0.573390329
TAF1B,0.385799024,0.054939894,0.014685944,0,0.100786363,0.443788775
TAF1C,0.172382028,0.301835504,0.031673913,0.009470637,0.117831736,0.366806182
TAF1D,0.154831412,0.258369699,0.003234805,0,0.402876058,0.180688026
TAF2,0.238447631,0.074566186,0.011523999,1.35E-10,0.195405592,0.480056591
TAF3,0.709603501,0.043379419,9.87E-11,3.65E-10,0.057383816,0.189633264
TAF4,0.269201339,0.187187273,9.41E-08,0.023070901,0.202651837,0.317888555
TAF4B,0.743635259,0.041184837,0.017684542,9.29E-08,0.036175737,0.161319532
TAF5,0.114584467,0.020463428,0,3.30E-09,0.108218898,0.756733203
TAF5L,0.486238526,0.026898891,0.010086085,0,0.063737614,0.413038885
TAF6,0.090985712,0.440256908,0.042599084,0,0.161709881,0.264448415
TAF6L,0.249398013,0.130331981,0,0,0.147300273,0.472969733
TAF7,0.097172143,0.306860843,2.08E-10,0,0.24295399,0.353013023
TAF8,0.637839714,0.014436618,1.38E-10,0.00048032,0.045827261,0.301416087
TAF9,0.08297066,0.377957969,0.036587215,0.005891555,0.170050822,0.326541779
TAFA1,0.859851114,0.014305509,0.000461387,0,0.026475766,0.098906224
TAFA2,0.842367502,0.036694328,0.000196509,0,0.021310214,0.099431446
TAFA4,0.930589314,0.001894825,7.44E-05,2.37E-08,0.000142783,0.067298612
TAFA5,0.624331436,0.032963626,0,0.004603369,0.156949918,0.181151651
TAGLN,0.185151099,0.121569703,0,7.27E-08,0.192087587,0.501191538
TAGLN3,0.258934312,0.16013463,0.196221934,0.008522652,0.124792773,0.2513937
TALDO1,0.482323138,0.19983102,0.001978905,1.68E-07,0.088902625,0.226964144
TANC1,0.800020672,0,0,1.84E-05,0.007070175,0.192890801
TANC2,0.793767422,0.065102998,0,0,0.024008267,0.117121314
TANGO2,0.636370759,0.055609834,2.79E-11,0.005262256,0.071917993,0.230839157
TANGO6,0.266430866,0.108135211,0.031528656,0,0.289425082,0.304480186
TANK,0.69078934,0.036815883,0.001080763,0.002793726,0.07187579,0.196644497
TAOK1,0.338085419,0.23861278,0.059334263,0.001898126,0.190111744,0.171957668
TAOK2,0.153650829,0.276511487,0.023246337,9.62E-09,0.16249056,0.384100777
TAOK3,0.755919276,0.027319134,0.001815794,0,0.03330096,0.181644835
TAP1,0.247152294,0.030061273,0.040397046,3.46E-06,0.124568347,0.55781758
TAP2,0.377065375,0.064452284,0,0.006745194,0.111252083,0.440485064
TAPBP,0.352827236,0.223321019,0.024020988,0.065083048,0.089244941,0.245502767
TAPT1,0.57907539,0.040202709,0.00297194,0.002777913,0.070916825,0.304055222
TAPT1-AS1,0.462727926,0.09896272,3.85E-11,0,0.219301783,0.219007571
TARBP1,0.69092179,0.002318635,0.031917523,0.001177203,0.164557143,0.109107705
TARBP2,0.128948509,0.246777049,0.021730265,0,0.086597555,0.515946622
TARDBP,0.412722003,0.081691298,0,0,0.144883742,0.360702957
TARID,0.071022226,0,0,0.00040695,0.274461487,0.654109337
TARS,0.254850807,0.017684641,0,8.41E-10,0.39525243,0.332212122
TARSL2,0.827832007,0.032624701,0.005654775,0.000258429,0.035890599,0.097739489
TAS2R14,0.261983245,0.007356123,0,0.000415238,0.105655757,0.624589637
TAS2R4,0.1300682,0.092447829,0,0.005343968,0.118692154,0.653447849
TASOR,0.367926287,0.247706312,0,0,0.133527835,0.250839565
TASOR2,0.548336658,0.105397546,0.002043479,0.005747443,0.066218008,0.272256867
TASP1,0.604845654,0.084093691,0.016603643,0.003229831,0.118403506,0.172823676
TATDN1,0.313249274,0.037096389,0,0.017334693,0.159868546,0.472451098
TATDN2,0.366969146,0.053519953,0.002255432,0.001654324,0.052101768,0.523499378
TATDN3,0.481826117,0.064797568,0.004540896,0.003756517,0.149824079,0.295254823
TAX1BP1,0.272070526,0.057711464,2.48E-10,0.007703886,0.219044701,0.443469422
TAX1BP3,0.240540027,0.260198593,0.032170769,0,0.041160304,0.425930306
TBC1D1,0.80683095,0.034225435,0.003326955,0.00056319,0.01818628,0.136867189
TBC1D10A,0.683057099,0.036477402,0,8.15E-07,0.012327829,0.268136855
TBC1D10B,0.202427808,0.27213758,0,0,0.142953478,0.382481134
TBC1D12,0.87472514,0.010776632,0.000814847,0,0.007233831,0.10644955
TBC1D13,0.447245739,0.174727805,4.71E-11,4.79E-07,0.08838785,0.289638127
TBC1D14,0.532461655,0.003806303,0.012354003,5.60E-11,0,0.451378039
TBC1D15,0.312974009,0.022847268,1.50E-09,0.003926326,0.271272387,0.388980008
TBC1D16,0.654042938,0.009338817,0.000223809,0.000196094,0.006413941,0.329784402
TBC1D17,0.254634199,0.324545802,0,0,0.167511873,0.253308126
TBC1D19,0.470070497,0.140472426,0.00426907,0,0.158052519,0.227135488
TBC1D2,0.780140834,0.013160381,0,0.000422548,0.018061318,0.18821492
TBC1D20,0.211232457,0.202813377,2.63E-08,0.006522078,0.107817277,0.471614785
TBC1D22A,0.834171246,0.018106078,0.00490223,0,0.014548821,0.128271625
TBC1D22B,0.24024429,0.103609819,0.001164134,0.007438826,0.137211124,0.510331807
TBC1D23,0.283761976,0.097028683,1.28E-10,8.96E-11,0.14950217,0.469707171
TBC1D24,0.427969102,0.214616187,0,3.08E-10,0.101058505,0.256356206
TBC1D2B,0.709508019,0.031639608,3.15E-10,0,0.014791611,0.244060761
TBC1D30,0.748554338,0,0.000844024,0,0.043053504,0.207548134
TBC1D31,0.358983961,0.086338038,0.007475082,6.02E-11,0.08827879,0.458924129
TBC1D32,0.468490778,0.175209649,0.054793549,0,0.126936556,0.174569468
TBC1D4,0.728310361,0.018401994,0.003968094,2.11E-10,0.012596967,0.236722584
TBC1D5,0.685035942,0.104471448,0,1.03E-09,0.083538878,0.126953731
TBC1D7,0.20038086,0.049573297,0.007269095,0.003351187,0.165072773,0.574352789
TBC1D8,0.195846809,0.027828212,0.009624933,0.000363463,0.143947006,0.622389577
TBC1D9,0.737850032,0.00372042,0.075822971,0,0.018145991,0.164460585
TBC1D9B,0.350430529,0.138127231,0,0.003597914,0.192850925,0.314993401
TBCA,0.268591074,0.171621793,0.050348628,0.006445504,0.143517741,0.35947526
TBCB,0.195717945,0.267660653,0.026472858,0.006428464,0.198494245,0.305225835
TBCCD1,0.225281818,0.077823387,0.046375367,0.010455505,0.153280266,0.486783657
TBCD,0.123752705,0.162686451,0,0.011752281,0.312466254,0.389342308
TBCE,0.209229637,0.133621237,0,7.18E-10,0.407453206,0.24969592
TBCEL,0.109237355,0.111591177,0.030403176,0,0.368626919,0.380141372
TBCK,0.174686738,0.473808689,0,0,0.146974093,0.20453048
TBK1,0.525338086,0.059777772,0,6.08E-10,0.116941726,0.297942414
TBKBP1,0.364324873,0.20461033,0.003211783,5.28E-10,0.127813376,0.300039637
TBL1XR1,0.57612627,0.158940469,0.006699425,0.003919913,0.094321163,0.15999276
TBL2,0.118510649,0.107117624,0,7.71E-10,0.147172113,0.627199613
TBL3,0.015585664,0.375702203,0.00501733,0.000141587,0.221873678,0.381679538
TBP,0.144372006,0.097511189,3.46E-09,0.006918865,0.232320525,0.518877411
TBPL1,0.386319315,0.083160902,0.048322476,5.06E-05,0.202315567,0.279831146
TBR1,0.699959997,0.027132228,0.065656259,0.004025624,0.031708375,0.171517518
TBRG1,0.155181154,0.382876554,0.13898697,0.000197769,0.172137604,0.150619949
TBXAS1,0.898704879,0.000521815,0.000117145,0,0,0.100656161
TC2N,0.762720922,0.013716867,0.000926801,7.62E-09,0.044375122,0.17826028
TCAF1,0.354040594,0.128922633,0.022312848,0,0.156629002,0.338094924
TCEA1,0.467837893,0.100467384,0.007305061,0.018097976,0.147519138,0.258772549
TCEA2,0.091424218,0.439955682,0.094363543,3.94E-11,0.166000142,0.208256415
TCEA3,0.529585101,0.034260946,0.010793672,3.15E-06,0.129694417,0.295662715
TCEANC2,0.46739781,0.00952803,0.000742116,0.000902795,0.035107959,0.48632129
TCERG1,0.135018306,0.235485684,0.056720313,0,0.32351548,0.249260217
TCERG1L,0.750268808,0.028083345,0.010776695,0.001203659,0.044946143,0.16472135
TCF12,0.884011783,0.024352667,0,0,0.007195486,0.084440065
TCF20,0.530736066,0.102958869,0,0.006458473,0.185898942,0.17394765
TCF25,0.125533862,0.341295322,3.35E-10,0,0.396503397,0.136667418
TCF3,0.58419985,0.036789367,3.65E-08,0.003797231,0.060732893,0.314480622
TCF4,0.750905864,0.026580521,0.002122333,0.015290209,0.114030783,0.091070291
TCF4-AS1,0.090388428,0.389200739,0.138289968,0,0.148385895,0.23373497
TCF7,0.076892021,0.325608613,0,3.30E-08,0.315239604,0.28225973
TCF7L1,0.878069133,0.007714888,0.000238017,0.000151836,0.000134088,0.113692038
TCF7L2,0.921052074,0.005564438,0,0,0.002973909,0.070409578
TCFL5,0.707027795,0.009666592,8.71E-05,0.000953503,0.059438168,0.222826806
TCHP,0.200735926,0.293924559,0.02607704,2.51E-11,0.235732038,0.243530436
TCIM,0.295436528,0.0670705,0.03051726,0.000620617,0.022148898,0.584206196
TCN2,0.60915097,0.031609301,0,0,0.017313665,0.341926063
TCOF1,0.122375241,0.200246388,4.67E-11,5.78E-10,0.289937405,0.387440966
TCP1,0.031912958,0.273126612,0.022702998,0,0.353933119,0.318324314
TCP10L,0.328971163,0.020653098,0.008477932,5.72E-09,0.179865285,0.462032515
TCP11L1,0.354920055,0.055667402,0.026024351,3.97E-09,0.157377457,0.406010731
TCP11L2,0.879392589,0.01005925,0,0.000153961,0.006371201,0.104022999
TCTA,0.035606418,0.515091996,0.108968638,0.004105996,0.14494619,0.191280763
TCTE1,0.298731669,0.113592731,6.87E-10,0.001887518,0.125948333,0.459839748
TCTEX1D1,0.651319656,0.033541698,0.010690105,0,0.076909571,0.22753897
TCTEX1D2,0.708090316,0.041319047,0,2.79E-10,0.066551714,0.184038923
TCTN1,0.503244153,0.012248538,0,0.009936842,0.142074112,0.332496356
TCTN2,0.690934013,0.011254789,0,0.001693755,0.082036632,0.214080811
TCTN3,0.220156343,0.13647491,8.72E-10,4.61E-06,0.161527384,0.481836754
TDG,0.022761154,0.362524175,0.076547704,3.82E-08,0.324550523,0.213616405
TDO2,0.824846116,0.003555303,0.001274339,0.001230764,0.020660273,0.148433205
TDP1,0.263668037,0.122880315,0,0.005964035,0.13620178,0.471285834
TDP2,0.090168888,0.116321704,0.016528094,0.004020577,0.212889187,0.560071551
TDRD3,0.730599357,0.054745452,0.012933666,9.17E-11,0.055344011,0.146377514
TDRD6,0.357166805,0.039213135,0.018937278,0.000903036,0.207039811,0.376739935
TDRD7,0.575251655,0.081728513,0.03569723,1.27E-06,0.031771644,0.275549692
TDRD9,0.352986576,0.021270759,0.003866267,5.34E-11,0.131493714,0.490382684
TDRP,0.704774092,0.025708694,0.011804162,0.001097453,0.062785072,0.193830527
TEAD1,0.77713226,0.031329631,0,1.66E-05,0.043863712,0.147657846
TEC,0.646929715,0.003587188,0,0,0.013196438,0.33628666
TECPR1,0.077088063,0.293904857,0.006281541,0.002934062,0.35081156,0.268979918
TECPR2,0.756974177,0.029925362,0.006113027,0.001775945,0.083499813,0.121711675
TECR,0.285211088,0.291889698,0.026632019,0,0.182059167,0.214208028
TECTA,0.651831929,0.020275193,0.004037795,0,0.045685748,0.278169334
TEF,0.27906637,0.161001015,1.23E-09,2.22E-06,0.169690794,0.3902396
TEK,0.902854572,0.00266989,4.88E-05,9.19E-05,0.000660462,0.093674371
TELO2,0.210754756,0.316661053,0,5.33E-10,0.127250232,0.345333959
TENM2,0.895894098,0.014623543,0,0,0.016475239,0.073007121
TENM3,0.923193638,0.011410156,0,0,0.00474714,0.060649066
TENM3-AS1,0.48126992,0.058883658,0.033766982,0,0.012504179,0.413575261
TENM4,0.714807927,0.076843541,0.002190141,0.000410895,0.050618302,0.155129193
TENT2,0.743424761,0.041703818,0.001485233,8.95E-09,0.079037614,0.134348565
TENT4A,0.243751603,0.07459488,1.01E-08,0.019248106,0.300959545,0.361445856
TENT4B,0.187883725,0.032268292,0.000714994,9.70E-11,0.47480415,0.304328838
TENT5A,0.538330465,0.006347083,0,0,0.070124885,0.385197567
TEP1,0.791968333,0.005969143,0.004417216,2.57E-09,0.007055018,0.190590288
TEPSIN,0.239116241,0.297661806,0,0.00826299,0.086234853,0.368724109
TERF1,0.33482115,0.282681862,1.87E-10,0,0.097649657,0.284847331
TERF2,0.153867116,0.050842214,0.346755322,0.010038125,0.068644071,0.369853152
TERF2IP,0.179687591,0.045969548,0,6.81E-15,0.447579429,0.326763432
TESC,0.424157381,0.009973027,0.001823925,0,0.037302057,0.52674361
TESK1,0.049013788,0.402366829,0.008695583,0,0.21440344,0.32552036
TESK2,0.87179357,0.004848597,0,0.00040611,0.006563756,0.116387967
TESPA1,0.889471983,0.009772905,0,0.000603139,0.00989769,0.090254284
TET1,0.710491776,0.036825114,0.010285211,0.00115784,0.05945021,0.181789849
TET2,0.790867011,0.047127225,0.002552972,1.45E-05,0.027591293,0.131847022
TET3,0.258454973,0.039998867,0.001259923,1.14E-10,0.221691642,0.478594596
TEX10,0.349027218,0.066465425,0.013360199,0.002976639,0.120609607,0.447560912
TEX14,0.173029946,0.008552251,0,2.46E-10,0.166306075,0.652111727
TEX15,0.557584207,0.013149469,0.010144436,0.003557717,0.086737666,0.328826505
TEX2,0.648459028,0.015625734,7.54E-11,3.27E-11,0.030286777,0.305628461
TEX22,0.383174043,0.011904646,2.95E-08,0.012800464,0.237288705,0.354832112
TEX261,0.120671309,0.354355753,0.084352846,1.12E-09,0.085517378,0.355102712
TEX264,0.066082804,0.41783323,1.56E-09,0,0.217955843,0.298128122
TEX29,0.493964414,0.005672332,0.01186716,0.001378219,0.166688556,0.320429319
TEX30,0.24763578,0.263433006,0.015430811,0,0.068249422,0.405250982
TEX41,0.665424236,0.031179455,0.002167142,0,0.033868255,0.267360911
TEX9,0.547214334,0.005665182,0,0,0.136889785,0.310230699
TF,0.920091261,0.000766755,0,0,0.001159347,0.077982638
TFAP2E,0.232920219,0.030429131,0,0.001749156,0.393830664,0.34107083
TFAP4,0.16115441,0.026804163,0.001383859,0.011142994,0.141818413,0.657696161
TFCP2,0.550855329,0.069497117,0.010893394,0.005291403,0.176739869,0.186722888
TFDP1,0.349474767,0.052364489,1.50E-09,0.029596792,0.223378311,0.34518564
TFDP2,0.552952957,0.072684397,0.066870851,1.32E-08,0.090167678,0.217324104
TFEB,0.868900943,0.010011457,0,3.17E-05,0.0066003,0.114455635
TFG,0.188421612,0.085682313,0,4.85E-11,0.249833759,0.476062316
TFIP11,0.184555017,0.276657273,0,0.002660889,0.101191237,0.434935584
TFPT,0.068536609,0.316829025,0.037267078,0,0.129362064,0.448005225
TFR2,0.32819579,0.101197911,0.086868714,1.25E-09,0.159375541,0.324362042
TFRC,0.097313147,0.017287142,1.32E-10,0.002508988,0.049668903,0.83322182
TGDS,0.402088818,0.022171346,0.000402144,0.003901426,0.041482196,0.52995407
TGFA,0.841329348,0.002598197,0,0,0.001282327,0.154790128
TGFB1,0.79250646,0.024009003,8.21E-05,0.00028961,0.012389534,0.170723257
TGFB2,0.779204456,0.004243405,0,0,0.004215352,0.212336787
TGFBR1,0.706908944,0.005213008,0,0,0,0.287878049
TGFBR2,0.908937497,0.000249845,0,0.000362056,0,0.090450602
TGFBR3,0.844521582,0.008890167,0.007130642,0.000186316,0.006440961,0.132830332
TGFBR3L,0.175390776,0.216138328,0.047800903,0,0.085563843,0.47510615
TGFBRAP1,0.40720561,0.01790905,0.036833679,9.12E-10,0.086371573,0.451680088
TGIF1,0.554698487,0.005059894,0.009452501,0.000334291,0.016075811,0.414379017
TGOLN2,0.274150852,0.25216517,0.125939291,0.000642235,0.105934938,0.241167514
TGS1,0.272004746,0.074805093,1.25E-10,0.009071628,0.144920984,0.499197549
TH2LCRR,0.031053401,0.368694729,0.101449259,0,0.223856287,0.274946324
THADA,0.698193577,0.046945665,0.004211131,4.53E-11,0.066042441,0.184607187
THAP1,0.050609517,0.228231176,0.046203739,3.31E-10,0.190959336,0.483996232
THAP11,0.028119899,0.397313435,0.035010027,0,0.157911656,0.381644983
THAP12,0.166341182,0.065737384,0.005715287,0,0.151819905,0.610386242
THAP2,0.294121637,0.096773154,0.041864658,8.97E-06,0.21744052,0.349791064
THAP3,0.107490253,0.281990357,0.004435299,6.04E-08,0.127592275,0.478491754
THAP4,0.155552521,0.079285188,1.07E-09,0,0.184314865,0.580847425
THAP5,0.09922394,0.250115154,0.038356112,3.72E-10,0.124332017,0.487972777
THAP6,0.694638253,0.028884674,0.012331484,1.92E-09,0.066391618,0.19775397
THAP7,0.028586379,0.531473807,0.050565991,4.18E-11,0.163301736,0.226072087
THAP7-AS1,0.07071373,0.17715239,0.078646207,0,0.09985875,0.573628922
THAP8,0.134812429,0.08388544,0,0.002111983,0.0864556,0.692734548
THAP9,0.634933476,0.028432439,0.001313339,0,0.040074459,0.295246287
THAP9-AS1,0.063878179,0.157240022,0,0,0.402766723,0.376115076
THBS2,0.675822282,0.039265032,0.005205513,0,0,0.279707173
THBS3,0.260861946,0.104083207,0.00295974,0.007194551,0.16708661,0.457813946
THBS4,0.873501498,2.51E-11,0,1.72E-11,0.013444846,0.113053656
THEM6,0.10483919,0.486636903,0.055064465,0,0.09217464,0.261284802
THEMIS,0.848234375,0.003239791,0.000684701,0.000379449,0.002674328,0.144787355
THEMIS2,0.478364457,0.005601838,0.001320638,0.001766232,0,0.512946836
THOC1,0.510802004,0.046406786,0.020285697,2.05E-09,0.132892772,0.289612739
THOC3,0.192568034,0.143879497,0.02230361,2.02E-06,0.125772505,0.515474335
THOC5,0.168089017,0.040136285,0,0.00329166,0.189048368,0.59943467
THOC7,0.239555444,0.145470365,0.01292524,0.003882904,0.12842724,0.469738807
THOP1,0.055449968,0.439263353,0.030939709,0,0.198292571,0.276054399
THRA,0.218262586,0.376797506,0.003992933,0.006894394,0.16108446,0.232968121
THRAP3,0.492005389,0.079281988,0.013819955,2.87E-09,0.165787867,0.249104797
THRB,0.84332644,0.042610962,0,6.39E-05,0.041280949,0.072717737
THRB-AS1,0.555384504,0.017415337,0,0,0.047306566,0.379893592
THRB-IT1,0.535528023,0.081214584,0.018110099,0.000636837,0.101812235,0.262698221
THSD1,0.775794467,0.00922951,0.001769921,0.00043793,9.43E-11,0.212768173
THSD4,0.523725647,0.022348483,0.000718903,0,0.039898866,0.413308102
THSD4-AS1,0.722357051,0.027283282,0,6.16E-05,0.042016565,0.208281488
THSD7A,0.890499247,0.010374649,0.000520987,2.05E-09,0.008278369,0.090326746
THSD7B,0.863474413,0.008104027,1.46E-05,1.15E-10,0,0.12840701
THUMPD1,0.169635161,0.230387063,0.006716096,7.79E-10,0.182021628,0.41124005
THUMPD2,0.491766122,0.053381236,0,0,0.062875721,0.391976921
THUMPD3,0.242331738,0.075468746,0.00690215,0,0.107654547,0.567642818
THUMPD3-AS1,0.159069667,0.21595379,0.2312764,0.0091072,0.226507673,0.15808527
THY1,0.189308384,0.36065738,0.043715291,0.000901487,0.131068725,0.274348733
THYN1,0.041182966,0.421269905,0.054421237,5.65E-08,0.223484285,0.25964155
TIA1,0.494937814,0.094089847,0.015835368,0,0.168483235,0.226653735
TIAF1,0.303106758,0.163935255,0.008815244,0,0.091036141,0.433106601
TIAL1,0.746395267,0.003997862,7.53E-11,0,0.080287184,0.169319687
TIAM1,0.806815809,0.022381481,0.000306276,0.000445333,0.007797915,0.162253187
TIAM2,0.457674247,0.152407343,0.008566498,2.19E-09,0.13866279,0.24268912
TICAM1,0.536176427,0.011852606,5.31E-11,0.005537132,0.067013821,0.379420013
TICAM2,0.349783111,0.010362049,0.002606557,0,0.156399992,0.48084829
TIGAR,0.635685992,0.049691946,0,0,0.115745564,0.198876498
TIGD1,0.074592047,0.287041447,5.19E-10,0.002600421,0.174099328,0.461666756
TIGD4,0.349229805,0.002178818,0,0.000749815,0.055112332,0.59272923
TIGD7,0.124323699,0.256076101,0.052316094,0.011260234,0.137149672,0.418874199
TIMM23B,0.038647624,0.009125455,0.035963618,0,0.18059181,0.735671493
TIMM23B-AGAP6,0.055773264,0.120397858,0.010708446,0.021916149,0.13422562,0.656978664
TIMP2,0.519603401,0.153623517,0.102144481,0.000274807,0.021171762,0.203182032
TIMP3,0.446880124,0.103797239,0.013251144,0,0.034597899,0.401473593
TINCR,0.127449696,0.042263245,0.084721602,0.002081279,0.262572095,0.480912082
TIPARP,0.40712868,0.008207337,0,0.010725083,0.083156385,0.490782516
TIPIN,0.242510817,0.040800308,0,2.14E-09,0.235578981,0.481109892
TIPRL,0.378483805,0.199566463,0.015788811,9.46E-08,0.090671598,0.315489229
